id,Ref,Sample,Category 1,Category 2,Category 3,Category 4,Rock,SiO2,TiO2,Al2O3,Cr2O3,V2O5,Fe2O3,FeO,MnO,MgO,CaO,ZnO,NiO,Na2O,K2O,Total,MgAl2O4,FeAl2O4,MnAl2O4,ZnAl2O4,MgFe2O4,FeFe2O4,MnFe2O4,ZnFe2O4,NiFe2O4,MgCr2O4,FeCr2O4,MnCr2O4,ZnCr2O4,NiCr2O4,MgV2O4,FeV2O4,MnV2O4,Mg2TiO4,Fe2TiO4,id_stone
51,164,SP K-14-17&,Alkali/lamprophyres,alkali basalt etc,,,1201&-8.37&100&,0,1.95,29.51,25.28,0,11.54051279,15.64781648,0.33,14.29,0,0,0,0,0,98.54832927,3.515,0.726,0.046,0,0.878,0.181,0.012,0,0,2.02,0.417,0.027,0,0,0,0,0,0.148,0.031,2
52,164,SP K-14-13&,Alkali/lamprophyres,alkali basalt etc,,,1116&-9.59&323&,0,20.83,7.1,4.26,0,20.79154234,40.46314485,0.71,7.1,0,0,0,0,0,101.2546872,0.564,0.97,0.032,0,1.055,1.814,0.06,0,0,0.227,0.391,0.013,0,0,0,0,0,1.057,1.816,2
53,164,SP K-15-20&,Alkali/lamprophyres,alkali basalt etc,,,1092.5&-9.91&804&,0,19.01,5.27,0.06,0,27.0468254,41.37009686,0.72,4.49,0,0,0,0,0,97.96692226,0.381,0.811,0.035,0,1.249,2.658,0.114,0,0,0.003,0.006,0,0,0,0,0,0,0.877,1.867,2
54,164,SP SSC-1-16&,Alkali/lamprophyres,alkali basalt etc,,,1234&-7.93&38.5&,0,2.15,28.55,27.86,0,9.89522107,17.31668306,0.25,13.49,0,0,0,0,0,99.51190413,3.057,1.07,0.032,0,0.677,0.237,0.007,0,0,2.001,0.7,0.021,0,0,0,0,0,0.147,0.051,2
55,164,SP SSC-1-19&,Alkali/lamprophyres,alkali basalt etc,,,1121&-9.51&312&,0,23.12,5.02,0.28,0,21.43292897,44.29138555,0.44,5.7,0,0,0,0,0,100.2843145,0.342,0.843,0.015,0,0.934,2.297,0.041,0,0,0.013,0.032,0.001,0,0,0,0,0,1.006,2.477,2
56,164,SP SSC-2-20&,Alkali/lamprophyres,alkali basalt etc,,,1092.5&-9.95&804&,0,20.35,4.15,0.07,0,27.03192941,43.26856272,0.69,4.35,0,0,0,0,0,99.91049213,0.275,0.673,0.025,0,1.146,2.799,0.103,0,0,0.003,0.008,0,0,0,0,0,0,0.862,2.106,2
57,164,SP CSQ-3-8A&,Alkali/lamprophyres,alkali basalt etc,,,1235&-7.92&168&,0,2.2,28.1,27.56,0,10.62510638,15.32314164,0.19,14.62,0,0,0,0,0,98.61824802,3.341,0.739,0.025,0,0.807,0.178,0.006,0,0,2.198,0.486,0.016,0,0,0,0,0,0.167,0.037,2
58,164,SP CSQ-3-20&,Alkali/lamprophyres,alkali basalt etc,,,1092.5&-9.95&804&,0,18.69,5.65,0.01,0,28.33831863,39.36042286,0.47,5.9,0,0,0,0,0,98.4187415,0.54,0.711,0.024,0,1.728,2.277,0.078,0,0,0.001,0.001,0,0,0,0,0,0,1.139,1.501,2
59,164,SP WS-4A&,Alkali/lamprophyres,alkali basalt etc,,,1137&-9.27&354&,0,19.31,3.8,10.07,0,17.08707708,42.02297086,0.36,4.19,0,0,0,0,0,96.84004795,0.196,0.698,0.01,0,0.562,2.004,0.027,0,0,0.348,1.241,0.017,0,0,0,0,0,0.634,2.263,2
60,164,SP WS-20&,Alkali/lamprophyres,alkali basalt etc,,,1092.5&-9.95&804&,0,24.05,2.53,1.65,0,18.35855519,47.42653245,0.39,3.51,0,0,0,0,0,97.91508764,0.11,0.545,0.007,0,0.511,2.526,0.032,0,0,0.048,0.239,0.003,0,0,0,0,0,0.67,3.308,2
61,224,SP 1 &CORE&,Alkali/lamprophyres,kimberlite,,,CORE KIMB.,0.09,4.91,11.32,41.84,0,8.812724487,20.95739078,0.94,10.46,0,0,0,0,0,99.33011527,1.077,0.752,0.055,0,0.535,0.374,0.027,0,0,2.67,1.866,0.136,0,0,0,0,0,0.298,0.208,2
62,224,SP 2 &1 RIM&,Alkali/lamprophyres,kimberlite,,,CORE KIMB.,0.44,6.75,0.54,10.59,0,45.71245378,29.53087258,1.01,4.23,0,0,0,0,0,98.80332637,0.021,0.082,0.003,0,1.127,4.412,0.153,0,0,0.274,1.074,0.037,0,0,0,0,0,0.166,0.651,2
63,224,SP 3&CORE&,Alkali/lamprophyres,kimberlite,,,NECK KIMB.,0.26,17.21,9,1.16,0,29.83577716,25.91293985,0.7,13.83,0,0,0,0,0,97.90871701,0.873,0.918,0.025,0,1.848,1.942,0.053,0,0,0.075,0.079,0.002,0,0,0,0,0,1.065,1.119,2
64,224,SP 4&3 RIM&,Alkali/lamprophyres,kimberlite,,,NECK KIMB.,0.39,3.95,38.43,2.31,0,22.63231496,11.21210467,0.46,18.96,0,0,0,0,0,98.34441964,4.014,1.332,0.055,0,1.509,0.501,0.021,0,0,0.162,0.054,0.002,0,0,0,0,0,0.263,0.087,2
65,117,SP 72-1,komatiite,,,,KOMATIITE,0.32,15.5,3.39,0,0,33.81478403,43.88793708,1.36,0.12,0,0,0,0,0,98.39272111,0.011,0.714,0.073,0,0.072,4.548,0.465,0,0,0,0,0,0,0,0,0,0,0.033,2.083,3
66,117,SP 72-3,komatiite,,,,KOMATIITE,0.28,15.3,3.77,0,0,33.85975538,43.45747003,1.38,0.31,0,0,0,0,0,98.35722542,0.033,0.766,0.082,0,0.187,4.392,0.473,0,0,0,0,0,0,0,0,0,0,0.084,1.983,3
67,117,SP 71-1,komatiite,,,,KOMATIITE,0.29,0.36,22.1,44.5,0,7.086350783,8.141688222,0.4,17.9,0,0,0,0,0,100.778039,2.919,0.162,0.037,0,0.598,0.033,0.008,0,0,3.943,0.218,0.05,0,0,0,0,0,0.03,0.002,3
68,117,SP 71-2,komatiite,,,,KOMATIITE,0.32,0.46,24.3,40.6,0,7.613160124,9.237910104,0.32,17.4,0,0,0,0,0,100.2510702,3.154,0.243,0.033,0,0.631,0.049,0.007,0,0,3.535,0.272,0.037,0,0,0,0,0,0.038,0.003,3
69,117,SP 72-4,komatiite,,,,KOMATIITE,0.12,0.4,25.4,38.4,0,7.673189651,11.28000313,0.25,16.1,0,0,0,0,0,99.62319278,3.107,0.474,0.027,0,0.599,0.091,0.005,0,0,3.151,0.48,0.028,0,0,0,0,0,0.031,0.005,3
70,117,SP 72-6,komatiite,,,,KOMATIITE,0.09,0.32,21.6,43.8,0,7.327621424,8.843714444,0.3,17.2,0,0,0,0,0,99.48133587,2.855,0.21,0.028,0,0.618,0.045,0.006,0,0,3.884,0.285,0.038,0,0,0,0,0,0.027,0.002,3
71,117,SP 73-1,komatiite,,,,KOMATIITE,0.31,0.41,22.2,43,0,6.825123003,9.180690499,0.3,17,0,0,0,0,0,99.2258135,2.874,0.288,0.029,0,0.564,0.057,0.006,0,0,3.734,0.374,0.037,0,0,0,0,0,0.034,0.003,3
72,117,SP 73-2,komatiite,,,,KOMATIITE,0.3,0.38,23.1,41.5,0,7.386800107,8.790484828,0.28,17.3,0,0,0,0,0,99.03728493,3.065,0.213,0.028,0,0.626,0.043,0.006,0,0,3.694,0.257,0.034,0,0,0,0,0,0.032,0.002,3
73,117,SP 6-2,komatiite,,,,KOMATIITE,0.36,0.45,25.7,38.1,0,8.308574932,8.564397061,0.38,17.8,0,0,0,0,0,99.66297199,3.456,0.119,0.042,0,0.713,0.024,0.009,0,0,3.437,0.118,0.042,0,0,0,0,0,0.039,0.001,3
74,117,SP 6-3,komatiite,,,,KOMATIITE,0.32,0.32,21.6,43.2,0,7.024384152,7.670400168,0.34,17.6,0,0,0,0,0,98.07478432,2.966,0.128,0.033,0,0.616,0.026,0.007,0,0,3.98,0.171,0.044,0,0,0,0,0,0.028,0.001,3
75,207,SP SA1162 EUHERAL,komatiite,,,,CUMULATE ZONE,0,0.31,15,53,0,3.85530881,16.76088874,0.3,11.7,0,0,0,0,0,100.9261976,1.365,0.87,0.02,0,0.224,0.143,0.003,0,0,3.236,2.062,0.047,0,0,0,0,0,0.018,0.011,3
76,207,SP SA1163 EUHEDAL,komatiite,,,,CUMULATE ZONE,0,0.26,14,56.2,0,3.172474705,12.59895423,0.24,14.3,0,0,0,0,0,100.7714289,1.493,0.571,0.014,0,0.216,0.083,0.002,0,0,4.021,1.537,0.038,0,0,0,0,0,0.018,0.007,3
77,207,SP SA2040 EUHEDRAL,komatiite,,,,SPINIFEX ZONE,0,0.45,13.9,46.8,0,7.050306736,27.88657058,0.52,4.2,0,0,0,0,0,100.8068773,0.562,1.618,0.04,0,0.182,0.524,0.013,0,0,1.27,3.656,0.089,0,0,0,0,0,0.012,0.033,3
78,207,SP SA2041 EUHEDRAL,komatiite,,,,FLOW TOP,0,0.34,12.8,54.9,0,5.139305655,13.51205395,0.32,13.5,0,0,0,0,0,100.5113596,1.394,0.515,0.019,0,0.357,0.132,0.005,0,0,4.011,1.481,0.054,0,0,0,0,0,0.024,0.009,3
79,207,SP SA2044 EUHEDRAL,komatiite,,,,FLOW TOP,0,0.35,14.4,50.3,0,7.840743547,16.57647014,0.47,11.8,0,0,0,0,0,101.7372137,1.463,0.662,0.033,0,0.509,0.23,0.012,0,0,3.429,1.552,0.078,0,0,0,0,0,0.023,0.01,3
80,207,SP SA2053-EUHEDRAL,komatiite,,,,SPINIFEX ZONE,0,0.37,14,50.9,0,7.819900085,14.69516457,0.42,12.9,0,0,0,0,0,101.1050647,1.553,0.517,0.029,0,0.554,0.184,0.01,0,0,3.787,1.261,0.07,0,0,0,0,0,0.026,0.009,3
81,207,SP SA2054-EUHEDRAL,komatiite,,,,CUMULATE ZONE,0,0.69,13.8,39.5,0,14.03451768,28.278096,0.96,3.76,0,0,0,0,0,101.0226137,0.639,1.491,0.093,0,0.415,0.968,0.06,0,0,1.226,2.863,0.178,0,0,0,0,0,0.02,0.048,3
82,207,SP SA336A SKELETAL,komatiite,,,,SPINIFEX ZONE,0,0.39,14.6,48.9,0,7.538645113,15.05013687,0.52,12.3,0,0,0,0,0,99.29878198,1.589,0.599,0.038,0,0.524,0.198,0.013,0,0,3.57,1.346,0.086,0,0,0,0,0,0.027,0.01,3
83,207,SP SA336B EUHEDRAL,komatiite,,,,SPINIFEX ZONE,0,0.41,13.9,49.4,0,8.823434524,13.97355024,0,13.4,0,0,0,0,0,99.90698477,1.677,0.424,0,0,0.68,0.172,0,0,0,3.998,1.01,0,0,0,0,0,0,0.032,0.008,3
84,248,SP RAILWAY BLOCK MINE,komatiite,chromitites,,,CHROMITITE,0,0.2,11.34,50.15,0,8.705919629,9.944079973,0.38,14.39,0,0,0,0,0,95.1099996,1.632,0.134,0.024,0,0.8,0.066,0.012,0,0,4.841,0.398,0.073,0,0,0,0,0,0.018,0.002,3
85,248,SP RAILWAY BLOCK MINE,komatiite,chromitites,,,CHROMITIE,0,0.2,12.9,57.1,0,4.312602644,8.881478149,0.27,16.4,0,0,0,0,0,100.0640808,1.616,0.277,0.015,0,0.345,0.059,0.003,0,0,4.8,0.821,0.045,0,0,0,0,0,0.016,0.003,3
86,248,SP RAILWAY BLOCK MINE,komatiite,chromitites,,,CHROMITITE,0,0.2,12.4,58,0,4.338823697,9.097900658,0.14,16.4,0,0,0,0,0,100.5767244,1.548,0.275,0.008,0,0.346,0.061,0.002,0,0,4.856,0.863,0.024,0,0,0,0,0,0.016,0.003,3
87,248,SP SELUKWE PEAK MINE,komatiite,chromitites,,,CHROMITITE,0,0.2,13.2,53.4,0,3.952042286,13.49585126,0.37,12.8,0,0,0,0,0,97.41789355,1.407,0.613,0.023,0,0.269,0.117,0.004,0,0,3.82,1.664,0.063,0,0,0,0,0,0.014,0.006,3
88,248,SP VALLEY MINE,komatiite,chromitites,,,CHROMITITE,0,0.3,13.7,51.8,0,4.71388972,11.50062571,0.17,14.1,0,0,0,0,0,96.28451543,1.638,0.473,0.011,0,0.36,0.104,0.002,0,0,4.154,1.2,0.028,0,0,0,0,0,0.023,0.007,3
89,248,SP VALLEY MINE,komatiite,chromitites,,,CHROMITITE,0,0.23,12.3,53.4,0,5.165356631,14.21463779,0.33,12.4,0,0,0,0,0,98.03999443,1.318,0.57,0.02,0,0.353,0.153,0.005,0,0,3.838,1.661,0.058,0,0,0,0,0,0.016,0.007,3
90,254,SP 1 DISSEM,komatiite,,,,SERP.ULTRAMAFIC FLOW,0,0,0,0.13,0.91,68.95286651,31.25722858,0.07,0.42,0,0.3,0,0,0,102.0400951,0,0,0,0,0.182,7.611,0.017,0.064,0,0,0.015,0,0,0,0.003,0.107,0,0,0,3
91,254,SP 2 DISSEM,komatiite,,,,TALC CARB,0,0,0,1.61,0.78,66.74054976,31.6451515,0,0,0,0.25,0,0,0,101.0257013,0,0,0,0,0,7.656,0,0.053,0,0,0.194,0,0.001,0,0,0.095,0,0,0,3
92,254,SP 3 DISSEM,komatiite,,,,TALC CARB,0,0.06,0,3.38,0.78,64.80427933,31.18671364,0.05,0.27,0,0.25,0,0,0,100.780993,0,0,0,0,0.113,7.311,0.012,0.052,0,0.006,0.401,0.001,0.003,0,0.001,0.094,0,0,0.007,3
